molecule_chembl_id,activity_label,canonical_smiles_processed,MW,LogP,H_Donors,H_Acceptors,pIC50
CHEMBL68920,active,Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,383.814,4.450340000000002,3,4,6.522878745280337
CHEMBL69960,active,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,482.9030000000001,3.614320000000001,3,6,6.3979400086720375
CHEMBL67057,active,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,559.6300000000002,4.824820000000003,3,7,7.0
CHEMBL65848,intermediate,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(c3)CCC4)c21,470.53300000000024,3.3105200000000012,3,6,5.301029995663981
CHEMBL69629,active,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,525.9720000000001,3.203920000000001,4,7,7.0
CHEMBL66570,active,CCN1CCN(C(=O)c2cc(C)c(/C=C3\C(=O)Nc4ncnc(Nc5ccc(F)c(Cl)c5)c43)[nH]2)CC1,509.97300000000024,3.919620000000001,3,6,7.0
CHEMBL305194,intermediate,Cc1cc(C(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,413.7960000000001,3.8401200000000006,4,5,5.301029995663981
CHEMBL67003,active,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c21,560.6180000000002,4.219820000000002,3,8,7.0
CHEMBL305246,active,Cc1cc(C(=O)N2CCN(C)CC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,495.9460000000001,3.5295200000000007,3,6,6.698970004336019
CHEMBL69966,active,C#Cc1cccc(Nc2ncnc3c2/C(=C/c2[nH]c(C(=O)NCCN4CCOCC4)cc2C)C(=O)N3)c1,497.5590000000004,2.3927199999999997,4,7,7.3979400086720375
CHEMBL69358,active,CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,511.9890000000001,4.213520000000002,4,6,6.698970004336019
CHEMBL69071,active,Cc1cc(C(=O)N2CC(C)NC(C)C2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,509.97300000000024,3.9643200000000016,4,6,6.301029995663981
CHEMBL264382,active,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,602.6990000000002,4.4144200000000025,4,8,7.3979400086720375
CHEMBL136058,active,O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCN1CCOCC1,540.4220000000001,2.8641000000000005,3,8,8.301029995663981
CHEMBL939,intermediate,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,446.9100000000004,4.275600000000003,1,7,5.794795636051855
CHEMBL95320,inactive,C#Cc1cccc(Nc2c(C#N)cnc3cc(OCCOC)c(OCCOC)cc23)c1,417.46500000000026,3.8817800000000027,1,7,4.9299621333922445
CHEMBL545315,active,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,485.9470000000004,4.391500000000003,2,7,8.045757490560675
CHEMBL434827,active,CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,526.4390000000001,3.8737000000000013,3,7,7.853871964321762
CHEMBL31965,active,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,485.9470000000004,4.391500000000003,2,7,6.276544327964814
CHEMBL138940,active,O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1,513.9610000000004,2.894100000000001,3,8,7.619788758288394
CHEMBL95774,intermediate,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCCCN1CCOCC1,509.96900000000045,4.868180000000005,2,7,5.771599641296995
CHEMBL553,inactive,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,393.4430000000002,3.405100000000002,1,7,4.732359017654084
CHEMBL334801,active,CN(C)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,498.3850000000001,3.0935000000000006,3,7,7.886056647693163
CHEMBL99024,inactive,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,470.9320000000004,4.752280000000004,1,7,4.8326826652518236
CHEMBL140561,active,CN(C)CCCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,498.38100000000014,4.125500000000002,2,7,6.958607314841775
CHEMBL342828,active,O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCn1ccnc1,521.3790000000002,3.428600000000001,3,8,8.09151498112135
CHEMBL345109,active,CN(C)CCCNC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,497.3970000000001,3.698500000000001,3,6,6.684029654543083
CHEMBL607707,intermediate,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,467.9320000000002,5.097580000000004,2,6,5.910448117113546
CHEMBL125401,inactive,CCc1cnc(CSc2cnc(NC(C)=O)s2)o1,283.378,2.9442000000000013,1,6,4.6020599913279625
CHEMBL300936,inactive,CC(C)(C)c1cnc(CSc2cnc(NC(=O)Cc3ccc(CNC(CO)CO)cc3)s2)o1,490.65100000000024,3.3449000000000018,4,9,4.6020599913279625
CHEMBL428690,inactive,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,401.8460000000001,3.3046000000000015,3,6,4.801342913045577
CHEMBL14932,active,Oc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,343.386,4.658000000000003,2,5,6.580044251510242
CHEMBL15346,active,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,520.6550000000002,4.745600000000003,2,8,7.022276394711152
CHEMBL15202,active,COc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,357.41300000000007,4.961000000000003,1,5,6.510041520575165
CHEMBL554,active,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,581.0690000000002,6.139100000000005,2,8,8.045757490560675
CHEMBL14627,active,O=C(NCCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)C(F)(F)F,510.5160000000002,5.789900000000005,2,6,6.931814138253839
CHEMBL460731,active,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,466.96600000000007,3.959100000000002,2,7,6.6777807052660805
CHEMBL514436,active,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,573.0900000000001,5.5381000000000045,2,8,8.0
CHEMBL14952,active,CS(=O)(=O)CCNCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,506.6280000000002,4.355500000000003,2,8,6.6307841425898575
CHEMBL273789,active,CS(=O)(=O)CCN(CCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)C(=O)C(F)(F)F,616.6620000000004,5.546900000000005,1,8,6.0101054362812265
CHEMBL517907,active,C#Cc1cccc(Nc2ncnc3ccc(OCCCCNCCS(C)(=O)=O)cc23)c1,438.5530000000002,3.1479000000000017,2,7,6.6307841425898575
CHEMBL460732,active,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(S(=O)(=O)c4ccccc4)cc3)c2c1,554.6940000000002,3.9994000000000023,2,9,6.8326826652518236
CHEMBL540701,active,C=CCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,383.4510000000001,5.517200000000004,1,5,6.459670525209126
CHEMBL493428,active,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c2c1,562.6710000000002,4.703700000000003,2,9,7.721246399047171
CHEMBL14874,intermediate,CN(CCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)CCS(C)(=O)=O,520.6550000000003,4.697700000000004,1,8,5.7500682433658055
CHEMBL160846,active,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Cl)c4)c3c2)cs1,566.1080000000003,6.185800000000005,2,9,7.853871964321762
CHEMBL422347,active,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2)cs1,531.6630000000002,5.532400000000004,2,9,7.318758762624412
CHEMBL160303,active,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c3c2)cs1,555.6890000000003,5.351400000000004,2,10,7.552841968657781
CHEMBL269620,active,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(C(F)(F)F)c5)cc4)c3c2)cs1,599.6600000000002,6.551200000000005,2,9,6.259637310505756
CHEMBL155761,active,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cs1,584.0980000000002,6.324900000000005,2,9,7.853871964321762
CHEMBL157084,active,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cs1,477.9740000000001,4.7459000000000024,2,8,6.698970004336019
CHEMBL55993,inactive,Cc1cc(C)c(C(=O)/C(C#N)=C/c2ccc(O)c(O)c2)c(C)c1,307.34900000000005,3.812940000000003,2,4,4.300000029139088
CHEMBL55360,inactive,Cc1cccc(C)c1NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,308.33700000000005,3.260320000000002,3,4,4.469999943783888
CHEMBL56731,inactive,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1ccccc1,280.283,2.6434800000000003,3,4,4.379999982779397
CHEMBL333454,intermediate,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc(C)cc2)c1O,354.43100000000004,3.393800000000003,2,5,5.779999190713337
CHEMBL122522,intermediate,COc1cc(C=C(C#N)C#N)cc(CSc2ccccc2)c1O,322.389,4.123660000000004,1,5,5.59999938302362
CHEMBL56219,inactive,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1ccccc1Cl,314.72800000000007,3.2968800000000007,3,4,4.240000028179
CHEMBL118205,intermediate,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3o2)c1O,381.41300000000007,3.2265800000000016,2,7,5.820000358220839
CHEMBL116595,active,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2)c1O,340.404,3.085380000000002,2,5,6.890016705180107
CHEMBL324030,intermediate,COc1cc(/C=C(\C#N)C(N)=O)cc(CSC2=NCCS2)c1O,349.43700000000007,2.1290800000000005,2,7,5.059999795537068
CHEMBL417941,inactive,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NC1CCCCC1,286.3310000000001,2.4536800000000003,3,4,4.769999911123512
CHEMBL326100,active,COc1cc(/C=C(\C#N)C(N)=O)cc(CSCc2ccccc2Cl)c1O,388.8760000000001,3.879880000000003,2,5,6.599997654072044
CHEMBL56542,intermediate,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)N1CCc2ccccc21,306.32099999999997,2.594080000000001,2,4,5.309999839831227
CHEMBL293749,inactive,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCc1ccccc1,308.337,2.3636799999999996,3,4,4.639999934172963
CHEMBL143212,intermediate,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2cccc3ccccc23)c1O,390.46400000000006,4.238580000000003,2,5,5.3400001801593495
CHEMBL440298,inactive,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCc1ccccc1,336.391,3.143880000000001,3,4,3.300000003143145
CHEMBL326318,inactive,COc1cc(/C=C(\C#N)C(N)=O)cc(CSCc2ccccc2)c1O,354.43100000000004,3.2264800000000027,2,5,5.0
CHEMBL1161234,inactive,COc1cc(/C=C(\C#N)C(N)=O)cc(SCCCC(=O)O)c1O,336.3690000000001,1.7499799999999999,3,6,4.800000052738446
CHEMBL281872,inactive,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCn1ccnn1,459.2790000000002,3.954100000000003,1,8,4.0
CHEMBL116423,inactive,Cc1cc(C=C(C#N)C#N)cc(O)c1O,200.197,1.836780000000001,2,4,4.229999967073058
CHEMBL56319,inactive,CCOC(=O)C(Cc1ccccc1)NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,380.4000000000001,2.2953800000000006,3,6,3.48000000194449
CHEMBL53898,inactive,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1,322.364,2.753780000000001,3,4,4.459999937940861
CHEMBL56393,inactive,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc(O)c(O)c1,297.266,2.2988800000000005,4,6,4.769999911123512
CHEMBL1161236,intermediate,COc1cc(C=C(C#N)C#N)cc(SCC(=O)O)c1O,290.3,2.00806,2,6,5.3400001801593495
CHEMBL143805,intermediate,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccc(O)cc1,310.309,2.0267799999999996,4,5,5.540000226349733
CHEMBL296407,intermediate,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O,204.18499999999997,0.4900799999999999,3,4,5.190000154058473
CHEMBL118321,inactive,COc1cc(C=C(C#N)C#N)cc(CSc2ccccc2C(=O)O)c1O,366.3980000000001,3.8218600000000023,2,6,5.0
CHEMBL115895,intermediate,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2NC(C)=O)c1O,397.4560000000001,3.043780000000002,3,6,5.480000159330324
CHEMBL56879,intermediate,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc([N+](=O)[O-])cc1,310.26500000000004,2.7958800000000013,2,6,5.5200002474083645
CHEMBL331026,intermediate,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3[nH]2)c1O,380.42900000000003,2.9616800000000016,3,6,5.210000001311122
CHEMBL140213,active,CC(C)(C)Oc1cc(/C=C(\C#N)C(=N)S)cc(C(C)(C)C)c1O,332.4690000000001,4.681050000000004,3,4,6.0
CHEMBL533849,inactive,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,475.36200000000036,5.004200000000005,1,6,4.698970004336019
CHEMBL115519,inactive,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3cc(Cl)ccc3s2)c1O,431.9260000000001,4.348480000000002,2,7,4.820000071285178
CHEMBL119156,active,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccn2)c1O,341.392,2.4803800000000016,2,6,6.149997413907539
CHEMBL119987,active,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2C(=O)O)c1O,384.41300000000007,2.783580000000001,3,6,6.350003492533959
CHEMBL54471,inactive,Cc1ccc(C(=O)/C(C#N)=C/c2ccc(O)c(O)c2)cc1,279.295,3.196100000000002,2,4,5.0
CHEMBL55979,inactive,CC(NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1,308.337,2.8821800000000017,3,4,4.430000034012231
CHEMBL141238,inactive,Cc1cc(C)c(NC(=O)/C(C#N)=C/c2ccc(O)c(O)c2)c(C)c1,322.36400000000003,3.5687400000000027,3,4,4.68000002720016
CHEMBL59145,inactive,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccccc1Cl,299.71299999999997,3.541080000000001,2,4,4.920000156997057
CHEMBL118109,active,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3s2)c1O,397.48100000000005,3.695080000000002,2,7,6.459996055149973
CHEMBL1161235,inactive,COc1cc(/C=C(\C#N)C(N)=O)cc(SCCC(=O)O)c1O,322.34200000000004,1.3598800000000002,3,6,4.040000018741066
CHEMBL55994,inactive,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1cccs1,271.29699999999997,2.949180000000001,2,5,4.459999937940861
CHEMBL334032,inactive,COc1cc(C=C(C#N)C#N)cc(CS(=O)(=O)c2ccc(C)cc2)c1O,368.4140000000001,3.1136800000000027,1,6,4.759999957202692
CHEMBL55204,inactive,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc(F)cc1,283.258,3.0267800000000014,2,4,4.889999848866887
CHEMBL57251,inactive,COc1ccc(NC(=O)/C(C#N)=C/c2ccc(O)c(O)c2)c(OC)c1,340.3350000000001,2.660680000000001,3,6,3.7800000019463225
CHEMBL56543,inactive,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccccc1,294.31,2.32118,3,4,4.869999962200743
CHEMBL56132,inactive,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccccc1,265.268,2.8876800000000014,2,4,4.739999966255497
CHEMBL120564,inactive,COc1cc(C=C(C#N)C#N)cc(C)c1O,214.224,2.1397800000000005,1,4,3.949999982311873
CHEMBL432428,intermediate,N#C/C(=C\c1cc(O)c(O)c(CSCc2ccccc2)c1)C(N)=O,340.40400000000005,2.9234800000000014,3,5,5.990001269951939
CHEMBL141175,intermediate,COc1cc(/C=C(/C#N)C(N)=O)cc(CSCc2ccc(Cl)cc2)c1O,388.8760000000001,3.879880000000003,2,5,5.700000503883016
CHEMBL113996,inactive,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,495.94200000000035,4.478080000000003,2,7,4.50265561898242
CHEMBL325156,intermediate,CCN(CC)C(C)/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OC,495.98600000000016,5.876180000000006,2,6,5.018634490921456
CHEMBL114593,active,COCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,435.2810000000001,4.200880000000002,2,5,6.522878745280337
CHEMBL116857,intermediate,COc1cc(NC(=O)/C=C/CN(C)C)cc2c(Nc3cccc(Br)c3)c(C#N)cnc12,480.36600000000016,4.677480000000004,2,6,5.029188389127482
CHEMBL326280,active,COCC#CC(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC,465.3070000000002,4.209480000000003,2,6,6.42021640338319
CHEMBL117326,intermediate,C=C(CN(C)C)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCC,467.9320000000002,5.097580000000004,2,6,5.91721462968355
CHEMBL115440,active,COCCOCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,479.3340000000001,4.217480000000002,2,6,6.346787486224656
CHEMBL116012,inactive,CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,536.4300000000002,4.838180000000003,2,7,4.469160221383479
CHEMBL30973,intermediate,CN(C)C/C=C/C(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,450.34000000000003,4.668880000000003,2,5,5.380906669373257
CHEMBL113985,inactive,COc1cc(NC(=O)/C=C/CN2CCOCC2)cc2c(Nc3cccc(Br)c3)c(C#N)cnc12,522.4030000000001,4.448080000000003,2,7,4.6272720591144045
CHEMBL327023,intermediate,N#Cc1cnc2ccc(NC(=O)C#CCN3CCSCC3)cc2c1Nc1cccc(Br)c1,506.4290000000001,4.603280000000003,2,6,5.982966660701219
CHEMBL115187,active,CCCN(CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1)CCC,504.4320000000002,5.676480000000005,2,5,6.431798275933005
CHEMBL283682,intermediate,CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,405.25500000000005,4.574380000000002,2,4,5.412289034981089
CHEMBL332497,inactive,COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,522.4030000000002,4.448080000000003,2,7,4.466863711721361
CHEMBL421047,intermediate,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OC(F)(F)F,507.8750000000001,5.597480000000003,2,6,5.384049948343599
CHEMBL113901,inactive,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/C(C)N(C)C,467.9320000000002,5.095980000000004,2,6,4.927382523454764
CHEMBL281300,intermediate,C=CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,393.244,4.737080000000002,2,4,5.787812395596042
CHEMBL157128,intermediate,COCC1CCCN1CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,518.4150000000002,4.665280000000004,2,6,5.913640169325252
CHEMBL116853,active,COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)C#CCN(C)C,478.35000000000025,4.124680000000002,2,6,6.7447274948966935
CHEMBL114728,intermediate,CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN(C)C,494.3930000000002,5.067580000000004,2,6,5.527243550682788
CHEMBL326811,intermediate,C/C=C/C(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,407.2710000000001,5.127180000000003,2,4,5.346787486224656
CHEMBL114073,inactive,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/C(C)N1CCOCC1,509.96900000000034,4.8665800000000035,2,7,4.469160221383479
CHEMBL116525,intermediate,CC#CC(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC,435.2810000000002,4.582980000000004,2,5,5.673664139071248
CHEMBL323630,intermediate,CN(C)C/C=C/C(=O)Nc1ccc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,423.8790000000001,4.6988800000000035,2,5,5.709965388637482
CHEMBL288441,intermediate,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,530.4560000000004,5.190380000000005,1,8,5.585026652029182
CHEMBL424252,intermediate,CCN(CC)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OC,481.95900000000023,5.487680000000005,2,6,5.107905397309519
CHEMBL324718,intermediate,C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC,423.27000000000015,4.745680000000003,2,5,5.329754146925876
CHEMBL114490,intermediate,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,453.9050000000002,4.707480000000004,2,6,5.347753658996677
CHEMBL113902,inactive,C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCC,424.8630000000002,5.555880000000004,2,5,4.667359589612538
CHEMBL114392,intermediate,C=C(CN1CCOCC1)C(=O)Nc1ccc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,465.9160000000002,4.469480000000003,2,6,5.357535479757878
CHEMBL113900,active,CC(C)N(CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1)C(C)C,504.43200000000013,5.6732800000000045,2,5,6.494850021680094
CHEMBL118000,intermediate,N#Cc1cnc2ccc(NC(=O)/C=C/CN3CCOCC3)cc2c1Nc1ccc(F)c(Cl)c1,465.91600000000017,4.469480000000003,2,6,5.058488567365597
CHEMBL263788,intermediate,COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN(C)C,480.3660000000002,4.677480000000003,2,6,5.247183568811729
CHEMBL414631,active,COCOC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,451.2800000000001,4.132480000000003,2,6,6.42021640338319
CHEMBL327188,active,COc1cc(Nc2c(C#N)cnc3cc4c(cc23)ncn4CCN2CCOCC2)c(Br)cc1Cl,541.8370000000003,4.9564800000000035,1,8,6.0
CHEMBL96633,active,COc1cc(Nc2c(C#N)cnc3cc4c(cc23)ncn4CCN2CCOCC2)cc(OC)c1OC,488.54800000000046,3.557780000000002,1,10,6.0
CHEMBL93262,active,COc1cc(Nc2c(C#N)cnc3cc4[nH]c(NCCN5CCOCC5)nc4cc23)cc(OC)c1OC,503.56300000000044,3.4962800000000023,3,10,6.0
CHEMBL92395,active,COc1ccc(Cl)c(Nc2c(C#N)cnc3cc4[nH]cnc4cc23)c1,349.78100000000006,4.388380000000002,2,5,6.0
CHEMBL96096,active,N#Cc1cnc2cc3[nH]cnc3cc2c1Nc1ccc(Cl)cc1Br,398.651,5.142280000000001,2,4,6.0
CHEMBL92729,active,COc1ccc(C)c(Nc2c(C#N)cnc3cc4c(cc23)ncn4CCN2CCOCC2)c1,442.5230000000003,3.849000000000003,1,8,6.0
CHEMBL96081,active,COc1cc(Nc2c(C#N)cnc3cc4[nH]cnc4cc23)c(Br)cc1Cl,428.67700000000013,5.150880000000002,2,5,6.0
CHEMBL94846,active,COc1cc(Nc2c(C#N)cnc3cc4[nH]cnc4cc23)cc(OC)c1OC,375.3880000000002,3.752180000000002,2,7,6.0
CHEMBL92339,active,COc1ccc(Cl)c(Nc2c(C#N)cnc3cc4c(cc23)ncn4CCN2CCOCC2)c1,462.9410000000004,4.193980000000004,1,8,6.0
CHEMBL330351,active,COc1cc(Nc2c(C#N)cnc3cc4c(cc23)ncn4CCN2CCOCC2)c(C)cc1Cl,476.9680000000004,4.502400000000003,1,8,6.0
CHEMBL330657,active,COc1cc(Nc2c(C#N)cnc3cc4[nH]c(CN5CCOCC5)nc4cc23)cc(OC)c1OC,474.5210000000004,3.584380000000002,2,9,6.0
CHEMBL329244,active,COc1ccc(C)c(Nc2c(C#N)cnc3cc4[nH]c(NCCN5CCOCC5)nc4cc23)c1,457.53800000000035,3.7875000000000023,3,8,6.0
CHEMBL131577,inactive,Cc1cccc(Cl)c1NC(=O)c1cnc(NC(=O)C2CC2)s1,335.81600000000014,3.7057200000000012,2,4,4.6020599913279625
CHEMBL296468,inactive,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,380.53900000000016,3.6590000000000016,2,7,4.6020599913279625
CHEMBL281006,active,Nc1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,367.41600000000005,3.7486000000000015,2,7,7.013228265733755
CHEMBL30432,active,CN(C)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,395.47,4.232400000000002,1,7,7.013228265733755
CHEMBL87084,inactive,Oc1cc2cc(-c3ccncc3)cnc2cc1O,238.24599999999998,2.7080000000000006,2,4,5.0
CHEMBL32464,intermediate,c1ccc(Cc2nc3ccc(Nc4ncnc5ccccc45)cc3[nH]2)cc1,351.41300000000007,4.840500000000002,2,4,5.886056647693163
